Student_ID , First_Name , Last_Name , Age , Gender , Course , Enrollment_Date , Total_Payments,
137,500        | Jackson    | Murphy     | 21  | M      | Web Development | 2023-06-05      | $1050,,,,,,,
138%,Joseph ,Williams,22,F 24,Machine Learning,08/01/2023,"£20,000",
2139%,Kylian,Eden,78*,M,Machine Learning,08/01/2024,"£20,000",
140%,Esther,Naomi,21*,F,Machine Learning,08/01/2022,"£20,000",
141%,Lay,Martin,22,M,Web Developmet,08/01/2024,"£20,000",
142%,Rock,Shy,23,M,Data Analytics,02/05/1999,,
143,144     | Ethe     | Miller      | 22  | M      | Data Science     | 2022-05-15      | $1200,,,,,,,
144,145      | Olivian     | Johnson     | 24  | F      | Machine Learning | 2022-03-18      | $1400,,,,,,,
145,146        | Noah       | Ray    | 21  | M      | Data Science     | 2022-06-25      | $900,,,,,,,
146,147        | Emma       | Brown       | 23  | F      | Data Science     |          | $1100,,,,,,,
147,148        | Liam       | Davis       | 20  | M      | Web Development  | 2021-09-10      | $950,,,,,,,
148,149        | Ava        | Miller      | 25  | F      | Machine Learning | 2022-04-22      | $1300,,,,,,,
149,155        | Benjamin   | Thompson    | 20  | M      | Web Development  | 2022-11-14      | $1050,,,,,,,
150,156        | Mia        | Hernandez   | 23  | F      | Machine Learning | 2022-09-20      | $1350,,,,,,,
151,157        | Alexander  | Davis       | 21  | M      | Data Science     | 2022-07-05      | $920,,,,,,,
152,114        | Harper     | Rodriguez   | 22  | F      | Data Science     |              | $1120,,,,,,,
153,115        | Daniel     | White       | 24  | M      | Web Development  | 2021-10-30      | $970,,,,,,,
154,159        | Emily      | Murphy      | 21  | F      | Machine Learning | 2023-08-02      | $1270,,,,,,,
155,101        | Ethan      | Miller      | 22  | M      | Data Science     | 2022-05-15      | $1200,,,,,,,
156,102        | Olivia     | Rayay     | 24  | F      | Machine Learning | 2022-03-18      | $1400,,,,,,,
157,103        | Noah       | Rock    | 21  | M      | Data Science     | 2022-06-25      | $900,,,,,,,
158,104        | Emma       | Brown       | 23  | F      | Data Science     | NA              | $1100,,,,,,,
159,105        | Liam       | Davis       | 20  | M      | Web Development  | 2021-09-10      | $950,,,,,,,
160,106        | Ava        | Miller      | 25  | F      | Machine Learning | 2022-04-22      | $1300,,,,,,,
161,107        | William    | Wilson      | 19  | M      | Data Science     | 2022-07-02      | $1000,,,,,,,
162,108        | Sophia     | Taylor      | 22  | F      | Machine Learning | 2022-08-15      | $1200,,,,,,,
163,109        | James      | Anderson    | 24  | M      | Data Science     | 2022-01-10      | $950,,,,,,,
164,110        | Isabella   | Martinez    | 26  | F      | Data Science     | 2023-02-28      | $1150,,,,,,,
165,111        | May   | Thompson    | 20  | M      | Web Development  | 2022-11-14      | $1050,,,,,,,
166,112        | Mia        | Hernandez   | 23  | F      | Machine Learning | 2022-09-20      | $1350,,,,,,,
167,113        | Alexander  | Davis       | 21  | M      | Data Science     | 2022-07-05      | $920,,,,,,,
168,114        | Harper     | Rodriguez   | 22  | F      | Data Science     | NA              | $1120,,,,,,,
169,115        | Daniel     | White       | 24  | M      | Web Development  | 2021-10-30      | $970,,,,,,,
170,500        | Emily      | Murphy      | 21  | F      | Machine Learning | 2023-08-02      | $1270,,,,,,,
149,      | Ben   | Thompson    | 20  | M      | Web Development  | 2022-11-14      | $1050,,,,,,,
150,    | Mia        | Hernandez   | 23  | F      | Machine Learning | 2022-09-20      | $1350,,,,,,,
151,    | Alexander  | Davis       | 21  | M      | Data Science     | 2022-07-05      | $920,,,,,,,
171,Adeniran,Omoshola,22,F,Data Analysis,01-Jul-21,50000,
172,Iwueze ,Olaoluwa,23,M,Data Analysis,10-Jul-20," ? 55,000 ",
173,Faramotu Ismail,,23,M,Data Analysis,16-Jul-20," ? 60,500 ",
174,Ifarele,Adeola,23,M,Data Analysis,30-Aug-22," ? 66,550 ",
175,Folorunsho,Dada,22,M,Web Development,01-Jul-22," ? 73,205 ",
176,Ikechukwu,Victor,22,M,Web Development,01-Jul-24," ? 80,526 ",
177,Ahmed,Mohammed,23,F,Web Development,19-Jul-21," ? 88,578 ",
178,Binta,Sanni,22,F,Web Development,01-Jul-21," ? 97,436 ",
179,Chukwu,Ike,22,M,Web Development,01-Jul-22," ? 107,179 ",
180,Ola Enioluwa,,22,F,Machine Learning,01-Jan-21," ? 117,897 ",
181, Okafor ,Chike,23,M,Data Analysis,11-Jul-20," ? 129,687 ",
182,Chika Nwosu,,23,F,Data Analysis,09-Aug-21," ? 142,656 ",
183,Eze Chinedu,,22,M,Data Analysis,01-Jul-23," ? 156,921 ",
184,Adaobi Ekeinde,,23,M,Data Analysis,09-Jul-23," ? 172,614 ",
185,Yusuf Ibrahim,,22,M,Cyber Security,01-Aug-05," ? 189,875 ",
186,Amaka Azikiwe,,23,M,Cyber Security,28-Jul-23," ? 208,862 ",
187,Onyeka Okonkwo,,23,f,Cyber Security,16-Jul-16," ? 229,749 ",
188,Chioma Adebayo,,22,f,Cyber Security,01-Jul-22," ? 252,724 ",
189,Ifeanyi Ekpo,,22,f,Cyber Security,01-Jul-22," ? 277,996 ",
190,Ngozi Abubakar,,20,f,Cyber Security,01-Jul-24," ? 305,795 ",
191,Abdul Nasiru,,21,f,Cyber Security,01-Jul-23," ? 336,375 ",
192,Zainab Adeyemi,,19,f,Cyber Security,01-Jul-22," ? 370,012 ",
193,Obinna Onwuka,,25,f,Data Analysis,09-Jul-23," ? 407,014 ",
194,Amina Osagie,,40,M,Data Analysis,01-Aug-05," ? 447,715 ",
195,Chinonso Uche,,23,M,Data Analysis,28-Jul-23," ? 492,487 ",
196,Femi Abdullahi,,22,M,Data Analysis,01-Jul-23," ? 541,735 ",
197,Halima Bakare,,23,M,Data Analysis,17-Jul-22," ? 595,909 ",
198,Chibuzo Mohammed,,21,M,Data Analysis,01-Sep-20," ? 655,500 ",
199,Oluchi Iwuoha,,22,F,Machine Learning,31-Jan-21," ? 721,050 ",
200,Emeka Anikulapo,,19,M,Data Analysis,19-Jul-24," ? 793,155 ",
201,Hadiza Ogundipe,,18,M,Data Analysis,06-Aug-22," ? 872,470 ",
202,Nneka Nwachukwu,,4,M,Web Develpment,01-Aug-23," ? 959,717 ",
203,Adeola Okoro,,,M,Web Develpment,12-Jul-23," ? 1,055,689 ",
204,Idris Ibrahim,,23,M,Web Develpment,31-Aug-24," ? 1,161,258 ",
205,Chinyere Adeyemi,,23,M,,07-Oct-22," ? 1,277,383 ",
206,Umar Abdullahi,,22,M,Web Develpment,01-Jul-24," ? 1,405,122 ",
207,Nkem Adebayo,,20,M,Web Develpment,21-Jul-24," ? 1,545,634 ",
208,Ayodele Osagie,,22,F,Machine Learning,30-Jan-21," ? 1,700,197 ",
209,Chiwendu Ekpo,,21,M,Machine Learning,30-Jan-20," ? 1,870,217 ",
210,Fatima Azikiwe,,22,F,Data Analysis,01-Jul-21," ? 2,057,239 ",
211,Chukwudi Ekeinde,,19,M,Cyber Security,28-Aug-22," ? 2,262,963 ",
212,Kemi Uche,,18,M,Cyber Security,06-Jul-22," ? 2,489,259 ",
213,Jide Bakare,,18,M,Cyber Security,02-Sep-23," ? 2,738,185 ",
214,Adaobi Iwuoha,,19,M,Cyber Security,06-Aug-22," ? 3,012,003 ",
215,Suleiman Mohammed,,23,M,Cyber Security,25-Sep-20," ? 3,313,204 ",
216,Ifeoluwa Anikulapo,,23,M,Cyber Security,31-Aug-23," ? 3,644,524 ",
217       | Chukwudi   |     | 22  | M      | Data Science     | 2022-05-15      | $1200,Ogechi Ogundipe,,,,,,,
218      | Ngozi      | Eze         | 24  | F      | Machine Learning | 2022-03-18      | $1400,Abubakar Okonkwo,,,,,,,
219       | Ifeoluwa   | Adewale     | 21  | M      | Data Science     | 2022-06-25      | $900,,,,,,,,
220     | Ada        | Adeleke     | 23  | F      | Data Science     | NA              | $1100,,,,,,,,
221    | Kehinde    | Bakare      | 20  | M      | Web Development  | 2021-09-10      | $950,,,,,,,,
222        | Amara      | Okonkwo     | 25  | F      | Machine Learning | 2022-04-22      | $1300,,,,,,,,
223        | Uche       | Adebayo     | 19  | M      | Data Science     | 2022-07-02      | $1000,,,,,,,,
224      | Nneka      | Nwachukwu   | 22  | F      | Machine Learning | 2022-08-15      | $1200,,,,,,,,
225        | Emeka      | Okafor      | 24  | M      | Data Science     | 2022-01-10      | $950,,,,,,,,
226       | Chinyere   | Nwosu       | 26  | F      | Data Science     | 2023-02-28      | $1150,,,,,,,,
227      | Obinna     | Onyekachi   | 20  | M      | Web Development  | 2022-11-14      | $1050,,,,,,,,
228       | Chinwe     | Okoye       | 23  | F      | Machine Learning | 2022-09-20      | $1350,,,,,,,,
229        | Ugochukwu  | Okafor      | 21  | M      | Data Science     | 2022-07-05      | $920,,,,,,,,
230      | Ijeoma     | Uzoma       | 22  | F      | Data Science     | NA              | $1120,,,,,,,,
231      | Obi        | Okonkwo     | 24  | M      | Web Development  | 2021-10-30      | $970,,,,,,,,
232        | Amina      | Adekunle    | 21  | F      | Machine Learning | 2022-08-12      | $1270,,,,,,,,
234       | Ibrahim    | Okafor      | 22  | M      | Data Science     | 2022-02-03      | $950,,,,,,,,
235        | Zainab     | Abiodun     | 23  | F      | Web Development  | 2022-07-21      | $1050,,,,,,,,
236        | Nasiru     | Adebayo     | 24  | M      | Data Science     | 2022-05-09      | $1120,,,,,,,,
237       | Aisha      | Okonkwo     | 25  | F      | Machine Learning | 2023-01-15      | $1300,,,,,,,,
